metodo,nodos,num_de_instancia,tiempo_s,memoria_pico_MB,iteraciones,valor_objetivo
HookeJeeves,500,6,0.02964639663696289,161.56640625,21,2380242570.1611004
Weiszfeld1,500,6,0.004650592803955078,161.56640625,120,2380242570.1611013
Descenso,500,6,0.11402440071105957,167.1484375,36,2380242570.1611013
HookeJeeves,500,7,0.13412714004516602,161.59765625,105,2384840416.303154
Weiszfeld1,500,7,0.0041315555572509766,161.59765625,128,2384840416.303154
Descenso,500,7,0.1031489372253418,167.1953125,33,2384840416.303154
HookeJeeves,500,8,0.047316551208496094,161.5234375,39,2347693597.3533707
Weiszfeld1,500,8,0.003887176513671875,161.5234375,128,2347693597.3533707
Descenso,500,8,0.14687132835388184,167.23828125,39,2347693597.353371
HookeJeeves,500,9,0.06760144233703613,161.50390625,33,2395356356.8264384
Weiszfeld1,500,9,0.004720211029052734,161.50390625,144,2395356356.826439
Descenso,500,9,0.1342775821685791,166.28125,24,2395356356.826439
HookeJeeves,500,10,0.01152181625366211,161.46875,16,2411179261.352731
Weiszfeld1,500,10,0.006726980209350586,161.46875,160,2411179261.3527317
Descenso,500,10,0.16481447219848633,167.09375,34,2411179261.3527317
HookeJeeves,500,11,0.013397455215454102,161.48046875,16,2455635622.10389
Weiszfeld1,500,11,0.003917694091796875,161.48046875,124,2455635622.1038904
Descenso,500,11,0.12736225128173828,167.109375,42,2455635622.1038904
HookeJeeves,500,12,0.04091620445251465,161.4296875,36,2270249045.5622215
Weiszfeld1,500,12,0.004108428955078125,161.4296875,136,2270249045.562222
Descenso,500,12,0.1182396411895752,167.2734375,36,2270249045.562222
HookeJeeves,500,13,0.0733785629272461,161.6015625,27,2295017571.6863103
Weiszfeld1,500,13,0.004854679107666016,161.6015625,124,2295017571.686311
Descenso,500,13,0.1986081600189209,167.29296875,33,2295017571.686311
HookeJeeves,500,14,0.01599740982055664,161.41015625,20,2370727293.2526693
Weiszfeld1,500,14,0.006738901138305664,161.41015625,128,2370727293.2526703
Descenso,500,14,0.17227768898010254,167.140625,32,2370727293.25267
HookeJeeves,500,15,0.022031784057617188,161.66015625,21,2420214585.0928345
Weiszfeld1,500,15,0.00439453125,161.66015625,132,2420214585.0928345
Descenso,500,15,0.14455342292785645,167.09375,36,2420214585.0928345
HookeJeeves,500,16,0.023688316345214844,161.57421875,21,2388620871.9941635
Weiszfeld1,500,16,0.004675626754760742,161.57421875,120,2388620871.9941635
Descenso,500,16,0.19276165962219238,167.1328125,36,2388620871.9941645
HookeJeeves,500,17,0.03585028648376465,161.50390625,18,2431413469.5857415
Weiszfeld1,500,17,0.00402069091796875,161.50390625,132,2431413469.585742
Descenso,500,17,0.14211630821228027,167.05859375,24,2431413469.5857434
HookeJeeves,500,18,0.010181665420532227,161.453125,16,2481190705.552771
Weiszfeld1,500,18,0.0051953792572021484,161.453125,124,2481190705.5527716
Descenso,500,18,0.17520999908447266,167.22265625,33,2481190705.5527716
HookeJeeves,500,19,0.047461748123168945,161.55859375,24,2399283951.4461117
Weiszfeld1,500,19,0.0044667720794677734,161.55859375,140,2399283951.446112
Descenso,500,19,0.1980745792388916,167.203125,30,2399283951.446112
HookeJeeves,500,20,0.0348663330078125,161.66015625,27,2584306562.4561434
Weiszfeld1,500,20,0.0042002201080322266,161.66015625,132,2584306562.4561434
Descenso,500,20,0.1484050750732422,167.109375,42,2584306562.456144
HookeJeeves,500,21,0.023969173431396484,161.5,24,2394588794.617004
Weiszfeld1,500,21,0.003943920135498047,161.5,132,2394588794.6170044
Descenso,500,21,0.1435694694519043,167.1328125,45,2394588794.617005
HookeJeeves,500,22,0.06879425048828125,161.3984375,48,2255997143.221265
Weiszfeld1,500,22,0.0062181949615478516,161.3984375,136,2255997143.221266
Descenso,500,22,0.13316679000854492,167.17578125,36,2255997143.221266
HookeJeeves,500,23,0.06519079208374023,161.59765625,48,2329172209.738899
Weiszfeld1,500,23,0.004678249359130859,161.59765625,124,2329172209.7388997
Descenso,500,23,0.14270997047424316,167.12890625,42,2329172209.7388997
HookeJeeves,500,24,0.023038864135742188,161.4921875,21,2347813935.451315
Weiszfeld1,500,24,0.005747556686401367,161.4921875,144,2347813935.451315
Descenso,500,24,0.12859296798706055,167.16796875,39,2347813935.451315
HookeJeeves,500,25,0.04020190238952637,161.64453125,27,2300672411.715053
Weiszfeld1,500,25,0.005331516265869141,161.64453125,132,2300672411.7150536
Descenso,500,25,0.11152195930480957,167.19921875,36,2300672411.715054
HookeJeeves,500,26,0.016303300857543945,161.64453125,20,2405730075.3369718
Weiszfeld1,500,26,0.004860639572143555,161.64453125,128,2405730075.3369718
Descenso,500,26,0.14495468139648438,167.18359375,39,2405730075.336972
HookeJeeves,500,27,0.027781009674072266,161.61328125,21,2443195409.727749
Weiszfeld1,500,27,0.00495600700378418,161.61328125,128,2443195409.727749
Descenso,500,27,0.14075899124145508,167.20703125,36,2443195409.72775
HookeJeeves,500,28,0.021980762481689453,161.578125,21,2348856057.260622
Weiszfeld1,500,28,0.0044019222259521484,161.578125,144,2348856057.2606225
Descenso,500,28,0.24564671516418457,167.234375,42,2348856057.2606225
HookeJeeves,500,29,0.030758142471313477,161.45703125,24,2427005507.9216456
Weiszfeld1,500,29,0.004221916198730469,161.45703125,124,2427005507.9216456
Descenso,500,29,0.13220453262329102,167.1796875,36,2427005507.921646
HookeJeeves,500,30,0.02028799057006836,161.5625,20,2431610385.2688866
Weiszfeld1,500,30,0.003880739212036133,161.5625,124,2431610385.2688875
Descenso,500,30,0.14449429512023926,167.15234375,39,2431610385.268887
HookeJeeves,1000,1,0.0581512451171875,161.5546875,27,18950393613.461235
Weiszfeld1,1000,1,0.006505489349365234,161.5546875,132,18950393613.461235
Descenso,1000,1,0.6557300090789795,186.07421875,24,18950393613.461243
HookeJeeves,1000,2,0.15506958961486816,164.76171875,54,19579878780.00199
Weiszfeld1,1000,2,0.006148099899291992,164.76171875,140,19579878780.00199
Descenso,1000,2,0.637218713760376,186.0703125,26,19579878780.001995
HookeJeeves,1000,3,0.04474949836730957,164.70703125,24,19434418178.79908
Weiszfeld1,1000,3,0.008547544479370117,164.70703125,132,19434418178.79908
Descenso,1000,3,0.5413451194763184,186.07421875,26,19434418178.799084
HookeJeeves,1000,4,0.1912696361541748,164.83203125,78,18737339683.54825
Weiszfeld1,1000,4,0.005991935729980469,164.83203125,136,18737339683.54825
Descenso,1000,4,0.6095578670501709,186.0703125,26,18737339683.548252
HookeJeeves,1000,5,0.017517566680908203,164.8046875,16,18497151796.097736
Weiszfeld1,1000,5,0.0073909759521484375,164.8046875,144,18497151796.09774
Descenso,1000,5,0.5754191875457764,186.13671875,22,18497151796.097744
HookeJeeves,1000,6,0.06498336791992188,164.84765625,33,18985713801.909805
Weiszfeld1,1000,6,0.006618499755859375,164.84765625,136,18985713801.909805
Descenso,1000,6,0.4297001361846924,186.09765625,20,18985713801.909805
HookeJeeves,1000,7,0.027667760848999023,164.84765625,18,18297376783.98668
Weiszfeld1,1000,7,0.007112741470336914,164.84765625,136,18297376783.986683
Descenso,1000,7,0.7831802368164062,186.05078125,26,18297376783.986687
HookeJeeves,1000,8,0.05275607109069824,164.87890625,30,19590034333.583977
Weiszfeld1,1000,8,0.006686210632324219,164.87890625,136,19590034333.583977
Descenso,1000,8,0.7343859672546387,186.08203125,20,19590034333.583984
HookeJeeves,1000,9,0.042077064514160156,164.90234375,15,18910523789.46221
Weiszfeld1,1000,9,0.005966663360595703,164.90234375,120,18910523789.462215
Descenso,1000,9,1.2493140697479248,186.09375,32,18910523789.462223
HookeJeeves,1000,10,0.04477334022521973,164.890625,27,19426048117.854004
Weiszfeld1,1000,10,0.006371259689331055,164.890625,132,19426048117.854004
Descenso,1000,10,0.7698826789855957,186.109375,34,19426048117.854004
HookeJeeves,1000,11,0.08322477340698242,164.609375,48,18617563733.98134
Weiszfeld1,1000,11,0.007021665573120117,164.609375,136,18617563733.98134
Descenso,1000,11,0.5729670524597168,186.0859375,28,18617563733.98134
HookeJeeves,1000,12,0.03558921813964844,164.68359375,21,19934619722.933666
Weiszfeld1,1000,12,0.006986141204833984,164.68359375,144,19934619722.93367
Descenso,1000,12,0.6193838119506836,186.1171875,30,19934619722.93367
HookeJeeves,1000,13,0.0985875129699707,164.8046875,54,18855480554.6353
Weiszfeld1,1000,13,0.006513833999633789,164.8046875,144,18855480554.6353
Descenso,1000,13,0.5878653526306152,186.07421875,28,18855480554.6353
HookeJeeves,1000,14,0.05174899101257324,164.7109375,27,19497187268.80729
Weiszfeld1,1000,14,0.0064830780029296875,164.7109375,132,19497187268.807293
Descenso,1000,14,0.7334256172180176,186.109375,26,19497187268.807297
HookeJeeves,1000,15,0.032485246658325195,164.7890625,18,19095394280.713238
Weiszfeld1,1000,15,0.0064923763275146484,164.7890625,132,19095394280.71324
Descenso,1000,15,0.48149776458740234,186.04296875,20,19095394280.71324
HookeJeeves,1000,16,0.17226481437683105,164.72265625,69,20043859172.304893
Weiszfeld1,1000,16,0.005305767059326172,164.72265625,124,20043859172.304893
Descenso,1000,16,0.7299115657806396,186.1171875,20,20043859172.304893
HookeJeeves,1000,17,0.04860115051269531,164.703125,24,19293848715.25798
Weiszfeld1,1000,17,0.013057231903076172,164.703125,112,19293848715.257988
Descenso,1000,17,0.437422513961792,186.078125,20,19293848715.257988
HookeJeeves,1000,18,0.048313140869140625,164.76171875,15,19106509578.334618
Weiszfeld1,1000,18,0.012868642807006836,164.76171875,132,19106509578.33462
Descenso,1000,18,0.6573944091796875,186.0859375,24,19106509578.33463
HookeJeeves,1000,19,0.026818037033081055,164.65625,15,18721570602.09536
Weiszfeld1,1000,19,0.005807638168334961,164.65625,116,18721570602.09536
Descenso,1000,19,0.4490175247192383,186.05078125,22,18721570602.09536
HookeJeeves,1000,20,0.04548072814941406,164.71484375,24,18559209102.01288
Weiszfeld1,1000,20,0.006007671356201172,164.71484375,132,18559209102.012882
Descenso,1000,20,0.5492849349975586,186.1171875,26,18559209102.01288
HookeJeeves,1000,21,0.05025434494018555,164.8046875,21,19353703935.901207
Weiszfeld1,1000,21,0.006193399429321289,164.8046875,128,19353703935.901207
Descenso,1000,21,0.44031405448913574,186.09765625,18,19353703935.90121
HookeJeeves,1000,22,0.021726608276367188,164.71875,15,19009667075.29121
Weiszfeld1,1000,22,0.006031036376953125,164.71875,120,19009667075.291214
Descenso,1000,22,0.4133906364440918,186.09375,20,19009667075.291214
HookeJeeves,1000,23,0.14694428443908691,164.76171875,75,19624918563.040516
Weiszfeld1,1000,23,0.006947755813598633,164.76171875,128,19624918563.04052
Descenso,1000,23,0.3992960453033447,186.03125,20,19624918563.04052
HookeJeeves,1000,24,0.043320655822753906,164.7421875,27,18736823225.70914
Weiszfeld1,1000,24,0.008227109909057617,164.7421875,140,18736823225.709145
Descenso,1000,24,0.4767165184020996,186.11328125,22,18736823225.709145
HookeJeeves,1000,25,0.03144192695617676,164.84765625,15,19318365257.890354
Weiszfeld1,1000,25,0.006389617919921875,164.84765625,128,19318365257.890358
Descenso,1000,25,0.5123729705810547,186.2265625,24,19318365257.890358
HookeJeeves,1000,26,0.10821199417114258,164.96484375,48,19754454415.28225
Weiszfeld1,1000,26,0.006279706954956055,164.96484375,140,19754454415.282253
Descenso,1000,26,0.5734753608703613,186.2578125,28,19754454415.28225
HookeJeeves,1000,27,0.024651765823364258,164.98046875,15,19389605789.424007
Weiszfeld1,1000,27,0.005925416946411133,164.98046875,128,19389605789.42401
Descenso,1000,27,0.375455379486084,186.10546875,18,19389605789.42401
HookeJeeves,1000,28,0.04771685600280762,164.96484375,24,18887660164.00228
Weiszfeld1,1000,28,0.00559687614440918,164.96484375,128,18887660164.00228
Descenso,1000,28,0.37652587890625,186.1328125,18,18887660164.002293
HookeJeeves,1000,29,0.03240633010864258,164.8671875,18,18703822285.369053
Weiszfeld1,1000,29,0.008884429931640625,164.8671875,136,18703822285.369057
Descenso,1000,29,0.49213480949401855,186.265625,24,18703822285.369053
HookeJeeves,1000,30,0.07149839401245117,164.9609375,39,19275676167.693085
Weiszfeld1,1000,30,0.009886503219604492,164.9609375,140,19275676167.693085
Descenso,1000,30,0.47646450996398926,186.21875,22,19275676167.69309
